power_w,irradiance_wm2,module_temp_c
8228.3,428.6,26.8
7733.4,430.7,26.8
8203.4,422.3,26.65
7274.3,374.4,26.45
6754.3,357.5,26.25
7816.8,351.7,26.2
5706.8,300.2,25.9
5438.9,288.3,25.5
5188.0,276.8,25.2
5001.1,269.9,24.8
4936.7,266.7,24.55
4936.3,266.2,24.25
4985.1,269.6,23.9
5188.0,279.2,23.65
5509.5,300.5,23.5
6877.2,386.3,23.7
14631.1,658.3,24.6
9484.9,510.6,25.35
11886.8,740.6,26.4
18249.5,927.8,28.35
17083.7,765.4,29.9
13235.4,592.1,30.55
7899.8,412.1,30.25
7665.8,397.4,29.8
7274.3,407.2,29.3
8823.2,428.0,29.2
6646.5,345.0,28.75
6282.8,332.2,28.05
6173.4,322.8,27.5
5997.2,316.7,26.9
6015.8,316.7,26.45
6056.9,320.2,26.15
6154.4,325.5,25.8
6257.3,330.4,25.6
7565.4,355.1,25.35
7264.3,414.4,25.35
7076.1,365.4,25.3
7186.8,393.7,25.25
8101.9,486.6,25.65
13314.3,568.4,26.4
10561.0,486.8,27.0
9682.8,433.7,27.35
6434.1,340.1,27.35
7388.5,391.8,27.2
9666.3,612.4,27.55
13073.9,598.0,28.3
15962.2,612.1,29.3
11452.3,559.5,29.9
7950.4,388.2,30.0
6602.4,343.4,29.7
6521.6,343.5,29.35
6656.7,351.8,29.1
6774.4,351.9,29.1
8459.7,388.2,28.95
6871.3,377.0,28.75
6402.1,342.2,28.25
6075.7,304.0,27.7
5377.3,280.3,27.15
5232.7,267.8,26.6
5032.9,259.5,26.05
4969.1,256.9,25.55
4772.1,249.1,25.1
4752.6,246.6,24.75
4770.8,247.6,24.4
4804.1,249.8,24.0
4871.1,252.1,23.8
4969.0,267.4,23.7
5203.4,265.6,23.55
5111.2,272.7,23.4
4886.7,261.1,23.4
5032.9,259.5,23.45
5064.6,261.4,23.45
5158.0,267.6,23.45
5203.4,270.5,23.4
5337.0,276.2,23.45
5366.9,301.5,23.5
10192.3,379.7,23.9
4752.6,250.4,24.1
4697.9,247.3,24.05
4903.8,254.7,24.05
5480.3,321.8,24.15
6030.5,349.8,24.4
5080.4,263.6,24.4
4424.9,237.2,24.35
4200.0,237.3,24.25
4521.6,242.0,24.2
4735.8,253.2,24.05
5000.9,265.1,24.0
5263.2,303.8,23.95
5477.5,295.0,24.05
5521.1,288.9,24.0
5646.6,294.5,24.05
5797.4,305.2,24.1
7256.4,354.8,24.25
7544.1,379.5,24.5
6089.8,308.5,24.55
5550.0,289.2,24.5
5674.8,302.4,24.3
8101.9,478.6,24.45
12148.1,623.3,25.25
12197.6,627.8,26.25
12103.9,630.6,27.2
9223.8,521.5,27.9
11395.3,594.8,28.45
9408.6,549.2,28.85
11504.7,516.9,29.25
9527.1,445.1,29.15
9171.7,433.6,29.05
6880.2,358.7,28.9
6147.9,323.9,28.6
6083.2,318.1,28.25
5929.8,305.8,27.9
5653.6,294.2,27.5
5550.0,286.3,27.0
5295.2,279.6,26.4
5232.7,266.7,25.85
4903.1,247.6,25.5
4424.9,222.9,25.1
3887.8,194.8,24.7
3263.9,169.4,24.15
2909.0,149.8,23.6
2586.8,135.1,23.2
2358.5,124.4,22.8
2171.4,117.0,22.3
2106.5,114.7,21.8
2122.5,114.2,21.4
2051.9,112.0,21.15
2340.4,174.1,21.0
5509.5,276.7,21.3
2677.0,135.8,21.35
1982.5,107.0,21.2
1962.2,106.3,21.0
1990.5,108.1,20.85
2010.6,108.4,20.65
2033.9,110.4,20.45
2128.5,114.1,20.25
2192.1,117.3,20.2
2248.4,119.9,20.15
2287.1,122.1,20.15
2340.4,124.2,20.1
2392.3,126.5,20.1
2426.9,128.1,20.2
2475.7,130.5,20.1
2524.5,132.8,20.1
2524.5,134.8,20.05
2602.8,136.6,20.0
2602.8,137.2,20.05
2570.8,136.5,20.0
2570.8,135.8,20.0
2586.8,136.5,20.0
2571.6,136.2,20.0
2555.6,135.8,19.95
2539.6,135.6,19.95
2508.2,134.7,20.0
2492.5,133.6,20.05
2492.3,133.5,20.05
2508.5,135.3,20.1
2570.8,138.1,20.1
2632.4,141.8,20.2
2747.5,146.8,20.25
2853.4,154.1,20.35
3035.0,161.1,20.45
3169.9,168.4,20.6
3304.2,173.8,20.7
3356.3,176.9,20.75
3396.1,178.8,20.8
3419.7,181.4,20.85
3582.2,187.1,20.9
3548.4,187.8,21.0
3543.7,188.3,21.15
3555.0,188.7,21.25
3555.0,190.0,21.35
3593.4,192.8,21.45
3697.2,197.6,21.55
3734.7,216.1,21.6
5334.9,307.0,21.9
5843.2,322.4,22.3
5143.2,296.2,22.65
5369.0,303.0,23.05
5436.3,311.8,23.4
5381.9,305.1,23.7
4342.7,243.0,23.8
3477.6,190.9,23.65
3332.3,188.0,23.5
3466.1,197.0,23.35
3642.7,204.4,23.2
3470.6,223.3,23.1
4638.3,266.6,23.05
4550.2,267.1,23.2
4257.1,260.1,23.3
3960.8,252.2,23.35
3636.5,244.0,23.45
3509.6,238.0,23.4
3439.9,233.9,23.25
3400.3,221.3,23.05
2897.4,179.9,22.9
2508.3,156.8,22.7
2390.5,144.6,22.4
2203.4,130.4,22.15
2166.2,129.5,21.85
2303.1,131.7,21.55
2106.5,124.4,21.2
2122.5,125.1,20.9
2144.5,127.5,20.65
1888.6,124.2,20.35
1990.5,116.8,20.2
1891.4,113.9,19.95
1839.8,113.4,19.75
1823.8,111.7,19.6
1875.4,133.2,19.45
2046.4,148.2,19.35
2090.5,154.3,19.25
2187.4,165.4,19.2
2264.4,170.0,19.1
2268.0,168.5,19.1
2248.4,165.7,19.05
2187.4,160.3,19.05
2074.5,150.8,18.95
2002.6,132.9,18.9
1791.8,131.2,18.8
1537.1,107.8,18.65
1611.6,118.1,18.6
1351.1,107.7,18.45
1510.9,119.9,18.35
1494.9,116.4,18.15
1293.8,86.6,18.05
1159.6,75.4,17.9
1104.1,72.6,17.75
1080.1,84.2,17.6
1015.3,76.4,17.4
941.7,68.4,17.2
869.4,62.6,17.05
917.4,66.8,16.85
766.1,56.5,16.7
734.1,54.6,16.55
730.1,54.1,16.4
706.1,53.2,16.2
693.7,52.5,16.05
702.1,55.0,15.9
718.1,53.3,15.8
689.7,50.8,15.65
649.7,49.3,15.55
627.8,48.6,15.45
623.8,48.4,15.35
615.8,48.0,15.2
615.8,48.0,15.0
627.8,48.2,14.9
631.8,48.1,14.75
635.8,47.8,14.65
603.8,46.9,14.5
579.8,45.9,14.45
575.8,45.2,14.3
607.8,46.7,14.25
615.8,47.0,14.15
615.8,46.5,14.1
615.8,46.9,14.05
625.7,47.7,14.0
649.7,48.2,13.95
669.7,49.3,13.95
689.7,50.0,13.9
697.7,49.9,13.9
697.7,49.1,13.9
657.7,47.9,13.85
625.7,46.6,13.85
611.8,45.5,13.8
587.8,44.7,13.7
571.8,44.2,13.7
555.8,43.4,13.6
567.8,42.3,13.6
551.8,42.1,13.5
547.8,41.9,13.5
535.8,41.5,13.45
539.8,40.9,13.45
539.8,40.8,13.45
535.8,41.2,13.4
543.8,41.4,13.4
527.8,41.0,13.4
527.8,40.4,13.4
515.8,39.9,13.35
503.9,39.5,13.35
501.9,39.2,13.35
493.9,39.0,13.3
482.8,38.6,13.3
477.9,38.9,13.3
479.9,40.6,13.25
476.8,41.0,13.25
482.8,40.5,13.25
470.8,39.1,13.25
478.8,38.3,13.2
475.9,37.6,13.2
465.9,36.9,13.15
467.9,36.5,13.15
460.8,36.1,13.1
458.8,35.9,13.1
451.9,35.7,13.1
454.8,35.5,13.1
444.8,35.2,13.1
438.8,35.1,13.05
438.8,34.9,13.05
434.8,34.6,13.05
436.8,34.6,13.0
434.8,34.5,13.0
443.9,34.5,13.0
444.8,34.6,13.0
443.9,34.7,12.9
446.8,34.8,12.9
444.8,34.7,12.9
440.8,34.4,12.9
448.8,34.3,12.9
444.8,34.1,12.9
440.8,34.0,12.9
438.8,33.5,12.9
422.8,33.0,12.9
424.8,32.9,12.85
420.8,32.7,12.85
420.8,32.6,12.85
416.8,32.5,12.85
416.8,32.5,12.8
412.8,32.3,12.8
412.8,32.1,12.8
408.8,31.8,12.7
389.9,31.5,12.7
394.8,31.2,12.7
396.8,31.2,12.65
404.8,31.2,12.6
392.8,31.1,12.6
396.8,30.9,12.55
396.8,30.6,12.55
384.8,30.2,12.5
374.8,29.8,12.5
376.8,29.5,12.4
368.8,29.3,12.4
366.8,29.4,12.4
370.8,29.1,12.4
362.8,28.7,12.35
360.8,28.2,12.35
350.8,27.7,12.35
340.8,27.2,12.35
338.8,27.0,12.35
338.8,26.7,12.4
342.8,26.5,12.4
326.8,26.2,12.5
330.8,25.8,12.5
320.8,25.3,12.55
310.8,25.0,12.6
300.8,24.7,12.6
300.8,24.5,12.6
296.8,24.1,12.65
284.8,23.8,12.65
278.8,23.4,12.75
280.8,23.1,12.75
266.8,22.4,12.75
258.8,21.6,12.75
240.4,21.0,12.7
224.4,20.4,12.65
211.4,20.4,9.4
235.4,21.8,9.4
250.4,22.7,9.4
259.9,23.4,9.4
266.8,23.7,9.4
278.8,24.3,9.4
314.8,25.2,9.4
80.2,26.4,9.4
352.8,27.7,9.4
386.8,28.9,9.4
402.8,29.9,9.4
434.8,30.8,9.45
442.8,31.8,9.45
478.8,32.5,9.45
497.9,33.4,9.5
531.8,34.4,9.5
547.8,35.3,9.6
567.8,36.1,9.6
619.8,37.0,9.65
641.7,37.9,9.7
669.7,38.8,9.8
685.7,39.6,9.8
445.9,45.4,9.9
714.1,62.3,9.9
722.1,75.3,10.0
726.1,77.9,10.0
729.8,79.9,10.0
749.8,81.8,10.05
757.8,83.5,10.0
765.8,84.8,10.0
769.8,85.8,10.0
749.8,86.9,10.0
742.1,88.0,10.0
746.1,88.9,9.95
749.8,90.2,9.95
742.1,91.3,9.95
738.1,92.2,9.95
495.9,92.9,9.95
813.4,93.2,9.95
829.4,93.4,10.0
889.4,93.8,10.0
913.7,94.3,10.0
929.7,94.5,10.0
945.7,94.5,10.0
945.7,94.4,10.0
963.3,94.9,9.95
987.3,95.9,9.9
1006.6,96.7,9.85
1022.6,96.9,9.85
1037.2,97.1,9.85
1045.2,97.9,9.8
1064.1,99.4,9.8
475.0,101.3,9.8
1135.6,103.8,9.8
1172.1,105.7,9.8
1214.1,107.2,9.8
1251.4,108.8,9.8
1293.8,111.0,9.8
1327.1,113.6,10.0
1359.1,117.7,10.15
1416.7,122.6,10.25
1521.1,126.8,10.3
1555.6,130.2,10.4
1619.6,133.6,10.4
1691.7,137.0,10.45
1775.8,140.6,10.5
1827.4,143.9,10.55
1628.1,146.5,10.6
1922.2,148.9,10.65
1958.5,150.6,10.7
1986.6,152.4,10.75
2017.9,155.1,10.85
2074.5,158.1,10.95
2134.2,161.5,11.0
2196.5,164.8,11.05
2271.1,167.8,11.15
2324.4,170.5,11.25
2393.8,173.2,11.35
2444.3,175.8,11.45
2492.5,178.6,11.55
2555.6,181.4,11.65
2632.4,184.1,11.75
2476.3,186.7,11.8
2734.2,189.3,11.9
2773.4,192.0,12.0
2821.4,194.6,12.1
2881.4,197.8,12.2
2938.7,200.5,12.3
3005.9,203.4,12.45
3048.2,206.4,12.55
3112.6,209.2,12.65
3191.3,212.0,12.75
3263.9,214.8,12.85
3280.4,217.2,12.95
3336.3,220.0,13.05
3399.3,222.8,13.15
3445.6,225.5,13.25
3304.2,228.0,13.4
3561.4,230.9,13.55
3654.4,233.7,13.6
3713.4,236.5,13.7
3787.8,239.2,13.8
3829.5,241.6,13.85
3896.8,244.6,13.95
3927.2,246.9,14.05
3957.2,249.7,14.15
4042.2,253.4,14.25
4093.6,256.3,14.35
4155.1,259.4,14.45
4217.6,261.9,14.55
4273.7,264.3,14.65
4324.7,267.6,14.75
4206.1,270.0,14.85
4422.2,272.9,14.95
4481.2,275.9,15.1
4574.3,278.4,15.25
4614.4,281.6,15.3
4702.0,284.6,15.45
4755.5,287.3,15.6
4837.3,289.9,15.75
4903.8,292.7,15.85
